seed,scenario_family,decision_date,budget,latency_days,theta,high_risk_threshold,top_share,base_policy_value,base_stale_regret,base_relative_loss,base_target_overlap,base_missed_at_risk,base_window_miss_rate,partial_reopt_policy_value,partial_reopt_stale_regret,partial_reopt_regret_recovery_ratio,partial_reopt_full_refresh_value_ratio,partial_reopt_optimization_call_ratio
42,dormancy-heavy,2025-05-14,7250000,1,0.05,0.8,0.15,161899765.841416,-3123839.312856,-0.019675,0.884664,0.186722,0.002541,156546018.341845,2229908.186715,-1.713836,0.985956,0.13749
42,dormancy-heavy,2025-05-14,7250000,1,0.1,0.8,0.15,161899765.841416,-3123839.312856,-0.019675,0.884664,0.186722,0.002541,158404643.380921,371283.147639,-1.118855,0.997662,0.065266
42,dormancy-heavy,2025-05-14,7250000,1,0.15,0.8,0.15,161899765.841416,-3123839.312856,-0.019675,0.884664,0.186722,0.002541,160320968.66894,-1545042.14038,-0.505403,1.009731,0.035625
42,dormancy-heavy,2025-05-14,11530000,1,0.05,0.8,0.15,198768061.598027,-1381724.350576,-0.007,0.860697,0.220399,0.001458,195615508.143684,1770829.103767,-2.281608,0.991029,0.13749
42,dormancy-heavy,2025-05-14,11530000,1,0.1,0.8,0.15,198768061.598027,-1381724.350576,-0.007,0.860697,0.220399,0.001458,197136015.129192,250322.118259,-1.181166,0.998732,0.065266
42,dormancy-heavy,2025-05-14,11530000,1,0.15,0.8,0.15,198768061.598027,-1381724.350576,-0.007,0.860697,0.220399,0.001458,198365978.6008,-979641.353349,-0.291001,1.004963,0.035625
42,dormancy-heavy,2025-05-14,2640000,3,0.05,0.8,0.15,78702888.886496,-662866.704313,-0.008494,0.931452,0.092486,0.011765,77322381.563172,717640.619011,-2.082632,0.990804,0.135124
42,dormancy-heavy,2025-05-14,2640000,3,0.1,0.8,0.15,78702888.886496,-662866.704313,-0.008494,0.931452,0.092486,0.011765,77307003.695635,733018.486548,-2.105831,0.990607,0.065544
42,dormancy-heavy,2025-05-14,2640000,3,0.15,0.8,0.15,78702888.886496,-662866.704313,-0.008494,0.931452,0.092486,0.011765,77258892.440284,781129.741899,-2.178411,0.989991,0.037016
42,dormancy-heavy,2025-05-14,7250000,3,0.05,0.8,0.15,160667151.346504,-1891224.817944,-0.011911,0.887199,0.176349,0.003774,156037739.25589,2738187.27267,-2.447838,0.982754,0.135124
42,dormancy-heavy,2025-05-14,7250000,3,0.1,0.8,0.15,160667151.346504,-1891224.817944,-0.011911,0.887199,0.176349,0.003774,157612812.119004,1163114.409556,-1.615006,0.992674,0.065544
42,dormancy-heavy,2025-05-14,7250000,3,0.15,0.8,0.15,160667151.346504,-1891224.817944,-0.011911,0.887199,0.176349,0.003774,158703910.753535,72015.775025,-1.038079,0.999546,0.037016
42,dormancy-heavy,2025-05-14,11530000,3,0.05,0.8,0.15,198201141.187442,-814803.939991,-0.004128,0.867093,0.207503,0.002144,195147794.249904,2238542.997547,-3.747339,0.988659,0.135124
42,dormancy-heavy,2025-05-14,11530000,3,0.1,0.8,0.15,198201141.187442,-814803.939991,-0.004128,0.867093,0.207503,0.002144,196361565.443332,1024771.804119,-2.257691,0.994808,0.065544
42,dormancy-heavy,2025-05-14,11530000,3,0.15,0.8,0.15,198201141.187442,-814803.939991,-0.004128,0.867093,0.207503,0.002144,197485459.964992,-99122.717541,-0.878348,1.000502,0.037016
42,dormancy-heavy,2025-05-14,2640000,7,0.05,0.8,0.15,79035611.187035,-995589.004852,-0.012757,0.91129,0.121387,0.076923,78050566.639795,-10544.457612,-0.989409,1.000135,0.138046
42,dormancy-heavy,2025-05-14,2640000,7,0.1,0.8,0.15,79035611.187035,-995589.004852,-0.012757,0.91129,0.121387,0.076923,77991341.362503,48680.81968,-1.048897,0.999376,0.065127
42,dormancy-heavy,2025-05-14,2640000,7,0.15,0.8,0.15,79035611.187035,-995589.004852,-0.012757,0.91129,0.121387,0.076923,77866559.947284,173462.234899,-1.174231,0.997777,0.037991
42,dormancy-heavy,2025-05-14,7250000,7,0.05,0.8,0.15,161668699.011146,-2892772.482586,-0.018219,0.882129,0.188797,0.023929,156469602.380236,2306324.148324,-1.797271,0.985474,0.138046
42,dormancy-heavy,2025-05-14,7250000,7,0.1,0.8,0.15,161668699.011146,-2892772.482586,-0.018219,0.882129,0.188797,0.023929,158107898.309351,668028.219209,-1.23093,0.995793,0.065127
42,dormancy-heavy,2025-05-14,7250000,7,0.15,0.8,0.15,161668699.011146,-2892772.482586,-0.018219,0.882129,0.188797,0.023929,160092139.316994,-1316212.788434,-0.545,1.00829,0.037991
42,dormancy-heavy,2025-05-14,11530000,7,0.05,0.8,0.15,198877897.578231,-1491560.33078,-0.007557,0.8543,0.227433,0.013699,195257621.207613,2128716.039838,-2.427174,0.989215,0.138046
42,dormancy-heavy,2025-05-14,11530000,7,0.1,0.8,0.15,198877897.578231,-1491560.33078,-0.007557,0.8543,0.227433,0.013699,196982250.497095,404086.750356,-1.270915,0.997953,0.065127
42,dormancy-heavy,2025-05-14,11530000,7,0.15,0.8,0.15,198877897.578231,-1491560.33078,-0.007557,0.8543,0.227433,0.013699,197958174.773048,-571837.525597,-0.616618,1.002897,0.037991
42,seasonal-shift,2025-05-14,2640000,1,0.05,0.8,0.15,80191790.617548,-1370633.676264,-0.017389,0.903226,0.126437,0.008511,78448562.464393,372594.476891,-1.271841,0.995273,0.149457
42,seasonal-shift,2025-05-14,2640000,1,0.1,0.8,0.15,80191790.617548,-1370633.676264,-0.017389,0.903226,0.126437,0.008511,79509017.30612,-687860.364836,-0.498144,1.008727,0.071806
42,seasonal-shift,2025-05-14,2640000,1,0.15,0.8,0.15,80191790.617548,-1370633.676264,-0.017389,0.903226,0.126437,0.008511,79455080.605199,-633923.663915,-0.537496,1.008043,0.04147
42,seasonal-shift,2025-05-14,7250000,1,0.05,0.8,0.15,168466524.068502,-1667332.23339,-0.009996,0.884514,0.174888,0.002681,164099162.805951,2700029.029161,-2.619371,0.983813,0.149457
42,seasonal-shift,2025-05-14,7250000,1,0.1,0.8,0.15,168466524.068502,-1667332.23339,-0.009996,0.884514,0.174888,0.002681,164975452.240626,1823739.594486,-2.093807,0.989066,0.071806
42,seasonal-shift,2025-05-14,7250000,1,0.15,0.8,0.15,168466524.068502,-1667332.23339,-0.009996,0.884514,0.174888,0.002681,167179344.651108,-380152.815996,-0.771999,1.002279,0.04147
42,seasonal-shift,2025-05-14,11530000,1,0.05,0.8,0.15,212158601.892038,-2332335.375514,-0.011116,0.863706,0.215924,0.001541,208791234.217149,1035032.299375,-1.443775,0.995067,0.149457
42,seasonal-shift,2025-05-14,11530000,1,0.1,0.8,0.15,212158601.892038,-2332335.375514,-0.011116,0.863706,0.215924,0.001541,210212936.665375,-386670.148851,-0.834213,1.001843,0.071806
42,seasonal-shift,2025-05-14,11530000,1,0.15,0.8,0.15,212158601.892038,-2332335.375514,-0.011116,0.863706,0.215924,0.001541,210981970.644658,-1155704.128134,-0.504486,1.005508,0.04147
42,seasonal-shift,2025-05-14,2640000,3,0.05,0.8,0.15,79531894.034846,-710737.093562,-0.009017,0.915323,0.109195,0.008299,78359494.984004,461661.95728,-1.649554,0.994143,0.145422
42,seasonal-shift,2025-05-14,2640000,3,0.1,0.8,0.15,79531894.034846,-710737.093562,-0.009017,0.915323,0.109195,0.008299,78820709.61978,447.321504,-1.000629,0.999994,0.071528
42,seasonal-shift,2025-05-14,2640000,3,0.15,0.8,0.15,79531894.034846,-710737.093562,-0.009017,0.915323,0.109195,0.008299,78810958.430567,10198.510717,-1.014349,0.999871,0.041191
42,seasonal-shift,2025-05-14,7250000,3,0.05,0.8,0.15,167131703.894265,-332512.059153,-0.001993,0.885827,0.163677,0.002674,164069950.246155,2729241.588957,-9.207948,0.983638,0.145422
42,seasonal-shift,2025-05-14,7250000,3,0.1,0.8,0.15,167131703.894265,-332512.059153,-0.001993,0.885827,0.163677,0.002674,164521590.964632,2277600.87048,-7.849679,0.986345,0.071528
42,seasonal-shift,2025-05-14,7250000,3,0.15,0.8,0.15,167131703.894265,-332512.059153,-0.001993,0.885827,0.163677,0.002674,165472898.802572,1326293.03254,-4.988707,0.992049,0.041191
42,seasonal-shift,2025-05-14,11530000,3,0.05,0.8,0.15,211237262.348,-1410995.831476,-0.006725,0.869066,0.202429,0.001523,208533984.007209,1292282.509315,-1.915866,0.993841,0.145422
42,seasonal-shift,2025-05-14,11530000,3,0.1,0.8,0.15,211237262.348,-1410995.831476,-0.006725,0.869066,0.202429,0.001523,209823679.160235,2587.356289,-1.001834,0.999988,0.071528
42,seasonal-shift,2025-05-14,11530000,3,0.15,0.8,0.15,211237262.348,-1410995.831476,-0.006725,0.869066,0.202429,0.001523,210507995.616234,-681729.09971,-0.516845,1.003249,0.041191
42,seasonal-shift,2025-05-14,2640000,7,0.05,0.8,0.15,79980164.390486,-1159007.449202,-0.014704,0.895161,0.137931,0.021277,78907413.628953,-86256.687669,-0.925577,1.001094,0.14069
42,seasonal-shift,2025-05-14,2640000,7,0.1,0.8,0.15,79980164.390486,-1159007.449202,-0.014704,0.895161,0.137931,0.021277,79196710.571816,-375553.630532,-0.67597,1.004765,0.068606
42,seasonal-shift,2025-05-14,2640000,7,0.15,0.8,0.15,79980164.390486,-1159007.449202,-0.014704,0.895161,0.137931,0.021277,79382386.549664,-561229.60838,-0.515767,1.00712,0.041191
42,seasonal-shift,2025-05-14,7250000,7,0.05,0.8,0.15,167578988.744833,-779796.909721,-0.004675,0.880577,0.179372,0.006684,164243956.730899,2555235.104213,-4.276796,0.984681,0.14069
42,seasonal-shift,2025-05-14,7250000,7,0.1,0.8,0.15,167578988.744833,-779796.909721,-0.004675,0.880577,0.179372,0.006684,165293124.099588,1506067.735524,-2.931359,0.990971,0.068606
42,seasonal-shift,2025-05-14,7250000,7,0.15,0.8,0.15,167578988.744833,-779796.909721,-0.004675,0.880577,0.179372,0.006684,166052617.271653,746574.563459,-1.957396,0.995524,0.041191
42,seasonal-shift,2025-05-14,11530000,7,0.05,0.8,0.15,211278011.966421,-1451745.449897,-0.006919,0.864472,0.206478,0.003823,208127973.068692,1698293.447832,-2.169829,0.991906,0.14069
42,seasonal-shift,2025-05-14,11530000,7,0.1,0.8,0.15,211278011.966421,-1451745.449897,-0.006919,0.864472,0.206478,0.003823,209611169.646976,215096.869548,-1.148164,0.998975,0.068606
42,seasonal-shift,2025-05-14,11530000,7,0.15,0.8,0.15,211278011.966421,-1451745.449897,-0.006919,0.864472,0.206478,0.003823,210397767.650941,-571501.134417,-0.606335,1.002724,0.041191
42,complaint-heavy,2025-05-21,2640000,1,0.05,0.8,0.15,70966159.798333,-2314501.783264,-0.033714,0.910204,0.103448,0.008333,68411402.711353,240255.303716,-1.103804,0.9965,0.142423
42,complaint-heavy,2025-05-21,2640000,1,0.1,0.8,0.15,70966159.798333,-2314501.783264,-0.033714,0.910204,0.103448,0.008333,68884520.857625,-232862.842556,-0.89939,1.003392,0.071608
42,complaint-heavy,2025-05-21,2640000,1,0.15,0.8,0.15,70966159.798333,-2314501.783264,-0.033714,0.910204,0.103448,0.008333,68885606.354247,-233948.339178,-0.898921,1.003408,0.037654
42,complaint-heavy,2025-05-21,7250000,1,0.05,0.8,0.15,146729097.551296,-2662218.939539,-0.018479,0.896601,0.145374,0.002845,144024975.074505,41903.537252,-1.01574,0.999709,0.142423
42,complaint-heavy,2025-05-21,7250000,1,0.1,0.8,0.15,146729097.551296,-2662218.939539,-0.018479,0.896601,0.145374,0.002845,144092079.409749,-25200.797992,-0.990534,1.000175,0.071608
42,complaint-heavy,2025-05-21,7250000,1,0.15,0.8,0.15,146729097.551296,-2662218.939539,-0.018479,0.896601,0.145374,0.002845,145209959.514678,-1143080.902921,-0.570629,1.007934,0.037654
42,complaint-heavy,2025-05-21,11530000,1,0.05,0.8,0.15,185950471.992057,-1638998.206974,-0.008893,0.865695,0.188192,0.001555,182855087.420349,1456386.364734,-1.888583,0.992098,0.142423
42,complaint-heavy,2025-05-21,11530000,1,0.1,0.8,0.15,185950471.992057,-1638998.206974,-0.008893,0.865695,0.188192,0.001555,184414932.851859,-103459.066776,-0.936877,1.000561,0.071608
42,complaint-heavy,2025-05-21,11530000,1,0.15,0.8,0.15,185950471.992057,-1638998.206974,-0.008893,0.865695,0.188192,0.001555,184993167.158509,-681693.373426,-0.584079,1.003699,0.037654
42,complaint-heavy,2025-05-21,2640000,3,0.05,0.8,0.15,70473947.814664,-1822289.799595,-0.026544,0.906122,0.109195,0.008097,67776062.106557,875595.908512,-1.480492,0.987246,0.139913
42,complaint-heavy,2025-05-21,2640000,3,0.1,0.8,0.15,70473947.814664,-1822289.799595,-0.026544,0.906122,0.109195,0.008097,68198465.799196,453192.215873,-1.248694,0.993399,0.071608
42,complaint-heavy,2025-05-21,2640000,3,0.15,0.8,0.15,70473947.814664,-1822289.799595,-0.026544,0.906122,0.109195,0.008097,68196792.192379,454865.82269,-1.249612,0.993374,0.038314
42,complaint-heavy,2025-05-21,7250000,3,0.05,0.8,0.15,146012514.885777,-1945636.27402,-0.013505,0.889518,0.151982,0.002857,143605388.729848,461489.881909,-1.237192,0.996797,0.139913
42,complaint-heavy,2025-05-21,7250000,3,0.1,0.8,0.15,146012514.885777,-1945636.27402,-0.013505,0.889518,0.151982,0.002857,143778607.840528,288270.771229,-1.148163,0.997999,0.071608
42,complaint-heavy,2025-05-21,7250000,3,0.15,0.8,0.15,146012514.885777,-1945636.27402,-0.013505,0.889518,0.151982,0.002857,144536801.995548,-469923.383791,-0.758473,1.003262,0.038314
42,complaint-heavy,2025-05-21,11530000,3,0.05,0.8,0.15,185858726.06078,-1547252.275697,-0.008395,0.861857,0.195572,0.001571,182922868.513035,1388605.272048,-1.897465,0.992466,0.139913
42,complaint-heavy,2025-05-21,11530000,3,0.1,0.8,0.15,185858726.06078,-1547252.275697,-0.008395,0.861857,0.195572,0.001571,184027759.522742,283714.262341,-1.183367,0.998461,0.071608
42,complaint-heavy,2025-05-21,11530000,3,0.15,0.8,0.15,185858726.06078,-1547252.275697,-0.008395,0.861857,0.195572,0.001571,184836272.286641,-524798.501558,-0.660819,1.002847,0.038314
42,complaint-heavy,2025-05-21,2640000,7,0.05,0.8,0.15,70578289.113182,-1926631.098113,-0.028064,0.897959,0.12069,0.025,68080114.750865,571543.264204,-1.296654,0.991675,0.136874
42,complaint-heavy,2025-05-21,2640000,7,0.1,0.8,0.15,70578289.113182,-1926631.098113,-0.028064,0.897959,0.12069,0.025,68550281.142968,101376.872101,-1.052619,0.998523,0.070155
42,complaint-heavy,2025-05-21,2640000,7,0.15,0.8,0.15,70578289.113182,-1926631.098113,-0.028064,0.897959,0.12069,0.025,68505906.596173,145751.418896,-1.075651,0.997877,0.037654
42,complaint-heavy,2025-05-21,7250000,7,0.05,0.8,0.15,146123434.81107,-2056556.199313,-0.014275,0.889518,0.154185,0.008559,143166498.288329,900380.323428,-1.43781,0.99375,0.136874
42,complaint-heavy,2025-05-21,7250000,7,0.1,0.8,0.15,146123434.81107,-2056556.199313,-0.014275,0.889518,0.154185,0.008559,143524514.280468,542364.331289,-1.263725,0.996235,0.070155
42,complaint-heavy,2025-05-21,7250000,7,0.15,0.8,0.15,146123434.81107,-2056556.199313,-0.014275,0.889518,0.154185,0.008559,144404449.675004,-337571.063247,-0.835856,1.002343,0.037654
42,complaint-heavy,2025-05-21,11530000,7,0.05,0.8,0.15,185530086.968552,-1218613.183469,-0.006612,0.860322,0.195572,0.004633,182418015.790676,1893457.994407,-2.553781,0.989727,0.136874
42,complaint-heavy,2025-05-21,11530000,7,0.1,0.8,0.15,185530086.968552,-1218613.183469,-0.006612,0.860322,0.195572,0.004633,183382958.960163,928514.82492,-1.761944,0.994962,0.070155
42,complaint-heavy,2025-05-21,11530000,7,0.15,0.8,0.15,185530086.968552,-1218613.183469,-0.006612,0.860322,0.195572,0.004633,184192604.821945,118868.963138,-1.097544,0.999355,0.037654
42,promotion-heavy,2025-05-21,2640000,1,0.05,0.8,0.15,90136976.905804,-2022336.980905,-0.022951,0.955285,0.052326,0.008163,88812232.714401,-697592.789502,-0.655056,1.007917,0.142687
42,promotion-heavy,2025-05-21,2640000,1,0.1,0.8,0.15,90136976.905804,-2022336.980905,-0.022951,0.955285,0.052326,0.008163,88329017.981882,-214378.056983,-0.893995,1.002433,0.072136
42,promotion-heavy,2025-05-21,2640000,1,0.15,0.8,0.15,90136976.905804,-2022336.980905,-0.022951,0.955285,0.052326,0.008163,88330303.474913,-215663.550014,-0.893359,1.002448,0.038446
42,promotion-heavy,2025-05-21,7250000,1,0.05,0.8,0.15,189179478.591889,-4021855.200909,-0.021721,0.90268,0.134091,0.002894,184576034.25662,581589.13436,-1.144607,0.996859,0.142687
42,promotion-heavy,2025-05-21,7250000,1,0.1,0.8,0.15,189179478.591889,-4021855.200909,-0.021721,0.90268,0.134091,0.002894,186065286.127074,-907662.736094,-0.774317,1.004902,0.072136
42,promotion-heavy,2025-05-21,7250000,1,0.15,0.8,0.15,189179478.591889,-4021855.200909,-0.021721,0.90268,0.134091,0.002894,188682644.968655,-3525021.577675,-0.123533,1.019038,0.038446
42,promotion-heavy,2025-05-21,11530000,1,0.05,0.8,0.15,251957270.250261,-4690613.272368,-0.01897,0.882787,0.174221,0.001668,246021531.754583,1245125.22331,-1.26545,0.994964,0.142687
42,promotion-heavy,2025-05-21,11530000,1,0.1,0.8,0.15,251957270.250261,-4690613.272368,-0.01897,0.882787,0.174221,0.001668,247992134.117476,-725477.139583,-0.845334,1.002934,0.072136
42,promotion-heavy,2025-05-21,11530000,1,0.15,0.8,0.15,251957270.250261,-4690613.272368,-0.01897,0.882787,0.174221,0.001668,249730996.464957,-2464339.487064,-0.474623,1.009966,0.038446
42,promotion-heavy,2025-05-21,2640000,3,0.05,0.8,0.15,89964726.837476,-1850086.912577,-0.020996,0.930894,0.087209,0.008403,87783224.513084,331415.411815,-1.179135,0.996239,0.140309
42,promotion-heavy,2025-05-21,2640000,3,0.1,0.8,0.15,89964726.837476,-1850086.912577,-0.020996,0.930894,0.087209,0.008403,87710281.680192,404358.244707,-1.218562,0.995411,0.072004
42,promotion-heavy,2025-05-21,2640000,3,0.15,0.8,0.15,89964726.837476,-1850086.912577,-0.020996,0.930894,0.087209,0.008403,87712078.969548,402560.955351,-1.21759,0.995431,0.038578
42,promotion-heavy,2025-05-21,7250000,3,0.05,0.8,0.15,188766684.367883,-3609060.976903,-0.019492,0.897038,0.143182,0.002924,185081092.367182,76531.023798,-1.021205,0.999587,0.140309
42,promotion-heavy,2025-05-21,7250000,3,0.1,0.8,0.15,188766684.367883,-3609060.976903,-0.019492,0.897038,0.143182,0.002924,186964453.446194,-1806830.055214,-0.499363,1.009758,0.072004
42,promotion-heavy,2025-05-21,7250000,3,0.15,0.8,0.15,188766684.367883,-3609060.976903,-0.019492,0.897038,0.143182,0.002924,187738209.686268,-2580586.295288,-0.28497,1.013937,0.038578
42,promotion-heavy,2025-05-21,11530000,3,0.05,0.8,0.15,252595826.618,-5329169.640107,-0.021552,0.884426,0.175637,0.00166,246392630.358186,874026.619707,-1.164008,0.996465,0.140309
42,promotion-heavy,2025-05-21,11530000,3,0.1,0.8,0.15,252595826.618,-5329169.640107,-0.021552,0.884426,0.175637,0.00166,247895693.233278,-629036.255385,-0.881964,1.002544,0.072004
42,promotion-heavy,2025-05-21,11530000,3,0.15,0.8,0.15,252595826.618,-5329169.640107,-0.021552,0.884426,0.175637,0.00166,249206429.535631,-1939772.557738,-0.636008,1.007845,0.038578
42,promotion-heavy,2025-05-21,2640000,7,0.05,0.8,0.15,89443060.293257,-1328420.368358,-0.015076,0.943089,0.069767,0.01626,87648121.106579,466518.81832,-1.351183,0.994706,0.137006
42,promotion-heavy,2025-05-21,2640000,7,0.1,0.8,0.15,89443060.293257,-1328420.368358,-0.015076,0.943089,0.069767,0.01626,87674699.771563,439940.153336,-1.331175,0.995007,0.070815
42,promotion-heavy,2025-05-21,2640000,7,0.15,0.8,0.15,89443060.293257,-1328420.368358,-0.015076,0.943089,0.069767,0.01626,88005625.067521,109014.857378,-1.082064,0.998763,0.03805
42,promotion-heavy,2025-05-21,7250000,7,0.05,0.8,0.15,188753201.264463,-3595577.873483,-0.019419,0.895628,0.147727,0.005764,183978905.482222,1178717.908758,-1.327824,0.993634,0.137006
42,promotion-heavy,2025-05-21,7250000,7,0.1,0.8,0.15,188753201.264463,-3595577.873483,-0.019419,0.895628,0.147727,0.005764,185468459.630955,-310836.239975,-0.91355,1.001679,0.070815
42,promotion-heavy,2025-05-21,7250000,7,0.15,0.8,0.15,188753201.264463,-3595577.873483,-0.019419,0.895628,0.147727,0.005764,186331311.270891,-1173687.879911,-0.673575,1.006339,0.03805
42,promotion-heavy,2025-05-21,11530000,7,0.05,0.8,0.15,252064730.820861,-4798073.842968,-0.019404,0.879508,0.186969,0.003317,245764773.555454,1501883.422439,-1.313018,0.993926,0.137006
42,promotion-heavy,2025-05-21,11530000,7,0.1,0.8,0.15,252064730.820861,-4798073.842968,-0.019404,0.879508,0.186969,0.003317,248245204.765489,-978547.787596,-0.796054,1.003957,0.070815
42,promotion-heavy,2025-05-21,11530000,7,0.15,0.8,0.15,252064730.820861,-4798073.842968,-0.019404,0.879508,0.186969,0.003317,249488982.329592,-2222325.351699,-0.53683,1.008988,0.03805
42,dormancy-heavy,2025-05-21,2640000,1,0.05,0.8,0.15,78035922.735804,-1560989.261297,-0.020412,0.92607,0.102703,0.007905,75325512.889949,1149420.584558,-1.736341,0.98497,0.137931
42,dormancy-heavy,2025-05-21,2640000,1,0.1,0.8,0.15,78035922.735804,-1560989.261297,-0.020412,0.92607,0.102703,0.007905,76088955.764574,385977.709933,-1.247265,0.994953,0.066323
42,dormancy-heavy,2025-05-21,2640000,1,0.15,0.8,0.15,78035922.735804,-1560989.261297,-0.020412,0.92607,0.102703,0.007905,77410751.244085,-935817.769578,-0.400497,1.012237,0.034351
42,dormancy-heavy,2025-05-21,7250000,1,0.05,0.8,0.15,163581478.034116,-3692906.414869,-0.023097,0.867292,0.205882,0.002821,159139365.478348,749206.140899,-1.202877,0.995314,0.137931
42,dormancy-heavy,2025-05-21,7250000,1,0.1,0.8,0.15,163581478.034116,-3692906.414869,-0.023097,0.867292,0.205882,0.002821,160915696.529369,-1027124.910122,-0.721865,1.006424,0.066323
42,dormancy-heavy,2025-05-21,7250000,1,0.15,0.8,0.15,163581478.034116,-3692906.414869,-0.023097,0.867292,0.205882,0.002821,161254942.417922,-1366370.798675,-0.630001,1.008546,0.034351
42,dormancy-heavy,2025-05-21,11530000,1,0.05,0.8,0.15,209935430.149435,-2919927.525041,-0.014105,0.864645,0.210462,0.001513,205165477.77841,1850024.845984,-1.633586,0.991063,0.137931
42,dormancy-heavy,2025-05-21,11530000,1,0.1,0.8,0.15,209935430.149435,-2919927.525041,-0.014105,0.864645,0.210462,0.001513,206599565.18606,415937.438334,-1.142448,0.997991,0.066323
42,dormancy-heavy,2025-05-21,11530000,1,0.15,0.8,0.15,209935430.149435,-2919927.525041,-0.014105,0.864645,0.210462,0.001513,208981933.462675,-1966430.838281,-0.326548,1.009499,0.034351
42,dormancy-heavy,2025-05-21,2640000,3,0.05,0.8,0.15,77393707.845825,-918774.371318,-0.012014,0.914397,0.118919,0.007874,75412511.123136,1062422.351371,-2.156347,0.986108,0.140309
42,dormancy-heavy,2025-05-21,2640000,3,0.1,0.8,0.15,77393707.845825,-918774.371318,-0.012014,0.914397,0.118919,0.007874,76113324.421881,361609.052626,-1.393578,0.995272,0.067644
42,dormancy-heavy,2025-05-21,2640000,3,0.15,0.8,0.15,77393707.845825,-918774.371318,-0.012014,0.914397,0.118919,0.007874,76114460.048879,360473.425628,-1.392342,0.995286,0.03554
42,dormancy-heavy,2025-05-21,7250000,3,0.05,0.8,0.15,162719304.903291,-2830733.284044,-0.017704,0.855228,0.222689,0.002849,158749592.348704,1138979.270543,-1.402362,0.992876,0.140309
42,dormancy-heavy,2025-05-21,7250000,3,0.1,0.8,0.15,162719304.903291,-2830733.284044,-0.017704,0.855228,0.222689,0.002849,160459833.883333,-571262.264086,-0.798193,1.003573,0.067644
42,dormancy-heavy,2025-05-21,7250000,3,0.15,0.8,0.15,162719304.903291,-2830733.284044,-0.017704,0.855228,0.222689,0.002849,160058716.367149,-170144.747902,-0.939894,1.001064,0.03554
42,dormancy-heavy,2025-05-21,11530000,3,0.05,0.8,0.15,210309999.320596,-3294496.696202,-0.015914,0.861686,0.215328,0.001503,204985787.499717,2029715.124677,-1.616093,0.990195,0.140309
42,dormancy-heavy,2025-05-21,11530000,3,0.1,0.8,0.15,210309999.320596,-3294496.696202,-0.015914,0.861686,0.215328,0.001503,206690713.45214,324789.172254,-1.098585,0.998431,0.067644
42,dormancy-heavy,2025-05-21,11530000,3,0.15,0.8,0.15,210309999.320596,-3294496.696202,-0.015914,0.861686,0.215328,0.001503,208870472.099307,-1854969.474913,-0.436949,1.008961,0.03554
42,dormancy-heavy,2025-05-21,2640000,7,0.05,0.8,0.15,77089543.81095,-614610.336443,-0.008037,0.906615,0.124324,0.07874,75595245.912122,879687.562385,-2.431293,0.988497,0.143348
42,dormancy-heavy,2025-05-21,2640000,7,0.1,0.8,0.15,77089543.81095,-614610.336443,-0.008037,0.906615,0.124324,0.07874,75919292.308437,555641.16607,-1.904054,0.992734,0.071872
42,dormancy-heavy,2025-05-21,2640000,7,0.15,0.8,0.15,77089543.81095,-614610.336443,-0.008037,0.906615,0.124324,0.07874,75711658.833721,763274.640786,-2.241884,0.990019,0.038975
42,dormancy-heavy,2025-05-21,7250000,7,0.05,0.8,0.15,163598301.189252,-3709729.570005,-0.023202,0.853887,0.226891,0.02805,157574992.787824,2313578.831423,-1.623652,0.98553,0.143348
42,dormancy-heavy,2025-05-21,7250000,7,0.1,0.8,0.15,163598301.189252,-3709729.570005,-0.023202,0.853887,0.226891,0.02805,159575790.028045,312781.591202,-1.084314,0.998044,0.071872
42,dormancy-heavy,2025-05-21,7250000,7,0.15,0.8,0.15,163598301.189252,-3709729.570005,-0.023202,0.853887,0.226891,0.02805,160778083.533747,-889511.9145,-0.760222,1.005563,0.038975
42,dormancy-heavy,2025-05-21,11530000,7,0.05,0.8,0.15,209756872.257386,-2741369.632992,-0.013242,0.846154,0.238443,0.015083,204351847.378056,2663655.246338,-1.971651,0.987133,0.143348
42,dormancy-heavy,2025-05-21,11530000,7,0.1,0.8,0.15,209756872.257386,-2741369.632992,-0.013242,0.846154,0.238443,0.015083,206013336.932198,1002165.692196,-1.365571,0.995159,0.071872
42,dormancy-heavy,2025-05-21,11530000,7,0.15,0.8,0.15,209756872.257386,-2741369.632992,-0.013242,0.846154,0.238443,0.015083,208158106.783406,-1142604.159012,-0.5832,1.005519,0.038975
42,seasonal-shift,2025-05-21,2640000,1,0.05,0.8,0.15,79956635.313883,-1666477.914342,-0.021286,0.943089,0.075145,0.008097,77949319.375727,340838.023814,-1.204526,0.995646,0.148104
42,seasonal-shift,2025-05-21,2640000,1,0.1,0.8,0.15,79956635.313883,-1666477.914342,-0.021286,0.943089,0.075145,0.008097,78660545.798899,-370388.399358,-0.777742,1.004731,0.077553
42,seasonal-shift,2025-05-21,2640000,1,0.15,0.8,0.15,79956635.313883,-1666477.914342,-0.021286,0.943089,0.075145,0.008097,78695497.247675,-405339.848134,-0.756769,1.005177,0.042938
42,seasonal-shift,2025-05-21,7250000,1,0.05,0.8,0.15,171191044.712332,-3611895.766108,-0.021553,0.896747,0.149533,0.002882,167419137.261273,160011.684951,-1.044301,0.999045,0.148104
42,seasonal-shift,2025-05-21,7250000,1,0.1,0.8,0.15,171191044.712332,-3611895.766108,-0.021553,0.896747,0.149533,0.002882,168293824.917972,-714675.971748,-0.802133,1.004265,0.077553
