seed,scenario_family,decision_date,budget,latency_days,theta,high_risk_threshold,top_share,base_policy_value,base_stale_regret,base_relative_loss,base_target_overlap,base_missed_at_risk,base_window_miss_rate,partial_reopt_policy_value,partial_reopt_stale_regret,partial_reopt_regret_recovery_ratio,partial_reopt_full_refresh_value_ratio,partial_reopt_optimization_call_ratio
41,complaint-heavy,2025-04-16,2640000,1,0.05,0.8,0.15,59804822.472392,-1476504.02114,-0.025314,0.892508,0.14554,0.0,57925404.368634,402914.082618,-1.272884,0.993092,0.127909
41,complaint-heavy,2025-04-16,2640000,1,0.1,0.8,0.15,59804822.472392,-1476504.02114,-0.025314,0.892508,0.14554,0.0,58235831.060119,92487.391133,-1.062639,0.998414,0.054943
41,complaint-heavy,2025-04-16,2640000,1,0.15,0.8,0.15,59804822.472392,-1476504.02114,-0.025314,0.892508,0.14554,0.0,59670678.969541,-1342360.518289,-0.090852,1.023014,0.027822
41,complaint-heavy,2025-04-16,7250000,1,0.05,0.8,0.15,108847912.720637,-577746.869715,-0.005336,0.828012,0.248764,0.0,107413120.657722,857045.1932,-2.483427,0.992084,0.127909
41,complaint-heavy,2025-04-16,7250000,1,0.1,0.8,0.15,108847912.720637,-577746.869715,-0.005336,0.828012,0.248764,0.0,108314470.028168,-44304.177246,-0.923316,1.000409,0.054943
41,complaint-heavy,2025-04-16,7250000,1,0.15,0.8,0.15,108847912.720637,-577746.869715,-0.005336,0.828012,0.248764,0.0,108591898.057146,-321732.206224,-0.443126,1.002972,0.027822
41,complaint-heavy,2025-04-16,11530000,1,0.05,0.8,0.15,124420631.19608,-857343.476848,-0.006938,0.855636,0.146524,0.0,123794831.886197,-231544.166965,-0.729928,1.001874,0.127909
41,complaint-heavy,2025-04-16,11530000,1,0.1,0.8,0.15,124420631.19608,-857343.476848,-0.006938,0.855636,0.146524,0.0,124251772.247108,-688484.527876,-0.196956,1.005572,0.054943
41,complaint-heavy,2025-04-16,11530000,1,0.15,0.8,0.15,124420631.19608,-857343.476848,-0.006938,0.855636,0.146524,0.0,124409201.607158,-845913.887926,-0.013331,1.006846,0.027822
41,complaint-heavy,2025-04-16,2640000,3,0.05,0.8,0.15,60017525.35286,-1689206.901608,-0.02896,0.895765,0.14554,0.00339,58120510.092726,207808.358526,-1.123021,0.996437,0.126684
41,complaint-heavy,2025-04-16,2640000,3,0.1,0.8,0.15,60017525.35286,-1689206.901608,-0.02896,0.895765,0.14554,0.00339,58532116.303646,-203797.852394,-0.879353,1.003494,0.054943
41,complaint-heavy,2025-04-16,2640000,3,0.15,0.8,0.15,60017525.35286,-1689206.901608,-0.02896,0.895765,0.14554,0.00339,59915089.434443,-1586770.983191,-0.060641,1.027204,0.028696
41,complaint-heavy,2025-04-16,7250000,3,0.05,0.8,0.15,108898239.696089,-628073.845167,-0.005801,0.840371,0.235585,0.001063,107249847.106796,1020318.744126,-2.62452,0.990576,0.126684
41,complaint-heavy,2025-04-16,7250000,3,0.1,0.8,0.15,108898239.696089,-628073.845167,-0.005801,0.840371,0.235585,0.001063,108637113.826589,-366947.975667,-0.415757,1.003389,0.054943
41,complaint-heavy,2025-04-16,7250000,3,0.15,0.8,0.15,108898239.696089,-628073.845167,-0.005801,0.840371,0.235585,0.001063,108829019.482672,-558853.63175,-0.11021,1.005162,0.028696
41,complaint-heavy,2025-04-16,11530000,3,0.05,0.8,0.15,123765736.9224,-202449.203168,-0.001638,0.84342,0.148663,0.000551,123496062.577629,67225.141603,-1.332059,0.999456,0.126684
41,complaint-heavy,2025-04-16,11530000,3,0.1,0.8,0.15,123765736.9224,-202449.203168,-0.001638,0.84342,0.148663,0.000551,123742533.987026,-179246.267794,-0.114611,1.001451,0.054943
41,complaint-heavy,2025-04-16,11530000,3,0.15,0.8,0.15,123765736.9224,-202449.203168,-0.001638,0.84342,0.148663,0.000551,123782545.504059,-219257.784827,0.083026,1.001774,0.028696
41,complaint-heavy,2025-04-16,2640000,7,0.05,0.8,0.15,59396578.756435,-1068260.305183,-0.018315,0.885993,0.15493,0.027778,57770396.388785,557922.062467,-1.522272,0.990435,0.12266
41,complaint-heavy,2025-04-16,2640000,7,0.1,0.8,0.15,59396578.756435,-1068260.305183,-0.018315,0.885993,0.15493,0.027778,58230890.246941,97428.204311,-1.091203,0.99833,0.056343
41,complaint-heavy,2025-04-16,2640000,7,0.15,0.8,0.15,59396578.756435,-1068260.305183,-0.018315,0.885993,0.15493,0.027778,59442184.75769,-1113866.306438,0.042692,1.019096,0.030271
41,complaint-heavy,2025-04-16,7250000,7,0.05,0.8,0.15,108433204.55373,-163038.702808,-0.001506,0.84243,0.227348,0.008412,107337569.895765,932595.955157,-6.720089,0.991386,0.12266
41,complaint-heavy,2025-04-16,7250000,7,0.1,0.8,0.15,108433204.55373,-163038.702808,-0.001506,0.84243,0.227348,0.008412,108140471.546744,129694.304178,-1.795482,0.998802,0.056343
41,complaint-heavy,2025-04-16,7250000,7,0.15,0.8,0.15,108433204.55373,-163038.702808,-0.001506,0.84243,0.227348,0.008412,108322499.853632,-52334.00271,-0.679009,1.000483,0.030271
41,complaint-heavy,2025-04-16,11530000,7,0.05,0.8,0.15,122652613.769067,910673.950165,0.00737,0.82121,0.158289,0.004271,123110867.828041,452419.891191,0.503203,0.996339,0.12266
41,complaint-heavy,2025-04-16,11530000,7,0.1,0.8,0.15,122652613.769067,910673.950165,0.00737,0.82121,0.158289,0.004271,122583618.234601,979669.484631,-0.075763,0.992072,0.056343
41,complaint-heavy,2025-04-16,11530000,7,0.15,0.8,0.15,122652613.769067,910673.950165,0.00737,0.82121,0.158289,0.004271,122696236.478647,867051.240585,0.047902,0.992983,0.030271
41,promotion-heavy,2025-04-16,2640000,1,0.05,0.8,0.15,68903693.592623,-3669637.357486,-0.056253,0.886297,0.135849,0.003021,64470935.709654,763120.525483,-1.207955,0.988302,0.172703
41,promotion-heavy,2025-04-16,2640000,1,0.1,0.8,0.15,68903693.592623,-3669637.357486,-0.056253,0.886297,0.135849,0.003021,66045603.310321,-811547.075184,-0.778848,1.012441,0.086964
41,promotion-heavy,2025-04-16,2640000,1,0.15,0.8,0.15,68903693.592623,-3669637.357486,-0.056253,0.886297,0.135849,0.003021,67947450.123122,-2713393.887985,-0.260583,1.041595,0.049344
41,promotion-heavy,2025-04-16,7250000,1,0.05,0.8,0.15,144049866.802654,-861434.308209,-0.006016,0.850714,0.22482,0.001144,140575845.114766,2612587.379679,-4.032834,0.981754,0.172703
41,promotion-heavy,2025-04-16,7250000,1,0.1,0.8,0.15,144049866.802654,-861434.308209,-0.006016,0.850714,0.22482,0.001144,141676251.256112,1512181.238333,-2.755423,0.989439,0.086964
41,promotion-heavy,2025-04-16,7250000,1,0.15,0.8,0.15,144049866.802654,-861434.308209,-0.006016,0.850714,0.22482,0.001144,143164681.007315,23751.48713,-1.027572,0.999834,0.049344
41,promotion-heavy,2025-04-16,11530000,1,0.05,0.8,0.15,178064447.220119,-936541.977983,-0.005287,0.860493,0.172088,0.000608,175929778.967389,1198126.274747,-2.279309,0.993236,0.172703
41,promotion-heavy,2025-04-16,11530000,1,0.1,0.8,0.15,178064447.220119,-936541.977983,-0.005287,0.860493,0.172088,0.000608,176980786.469849,147118.772287,-1.157087,0.999169,0.086964
41,promotion-heavy,2025-04-16,11530000,1,0.15,0.8,0.15,178064447.220119,-936541.977983,-0.005287,0.860493,0.172088,0.000608,177450863.966802,-322958.724666,-0.655158,1.001823,0.049344
41,promotion-heavy,2025-04-16,2640000,3,0.05,0.8,0.15,69123736.205285,-3889679.970148,-0.059627,0.889213,0.135849,0.009063,64539974.246046,694081.989091,-1.178442,0.98936,0.168679
41,promotion-heavy,2025-04-16,2640000,3,0.1,0.8,0.15,69123736.205285,-3889679.970148,-0.059627,0.889213,0.135849,0.009063,65940686.038849,-706629.803712,-0.818332,1.010832,0.085914
41,promotion-heavy,2025-04-16,2640000,3,0.15,0.8,0.15,69123736.205285,-3889679.970148,-0.059627,0.889213,0.135849,0.009063,66892723.135365,-1658666.900228,-0.573572,1.025426,0.050394
41,promotion-heavy,2025-04-16,7250000,3,0.05,0.8,0.15,144650275.958993,-1461843.464548,-0.010209,0.854007,0.217626,0.003378,140641660.83531,2546771.659135,-2.742164,0.982214,0.168679
41,promotion-heavy,2025-04-16,7250000,3,0.1,0.8,0.15,144650275.958993,-1461843.464548,-0.010209,0.854007,0.217626,0.003378,141622302.827423,1566129.667022,-2.071339,0.989062,0.085914
41,promotion-heavy,2025-04-16,7250000,3,0.15,0.8,0.15,144650275.958993,-1461843.464548,-0.010209,0.854007,0.217626,0.003378,143276378.844978,-87946.350533,-0.939839,1.000614,0.050394
41,promotion-heavy,2025-04-16,11530000,3,0.05,0.8,0.15,177280942.011994,-153036.769858,-0.000864,0.859892,0.167891,0.001808,175544987.652533,1582917.589603,-11.343381,0.991063,0.168679
41,promotion-heavy,2025-04-16,11530000,3,0.1,0.8,0.15,177280942.011994,-153036.769858,-0.000864,0.859892,0.167891,0.001808,176322732.454942,805172.787194,-6.261303,0.995454,0.085914
41,promotion-heavy,2025-04-16,11530000,3,0.15,0.8,0.15,177280942.011994,-153036.769858,-0.000864,0.859892,0.167891,0.001808,176793094.37159,334810.870546,-3.187781,0.99811,0.050394
41,promotion-heavy,2025-04-16,2640000,7,0.05,0.8,0.15,68308073.63927,-3074017.404133,-0.047123,0.883382,0.139623,0.067692,63593664.972963,1640391.262174,-1.533631,0.974854,0.16308
41,promotion-heavy,2025-04-16,2640000,7,0.1,0.8,0.15,68308073.63927,-3074017.404133,-0.047123,0.883382,0.139623,0.067692,64949796.806567,284259.42857,-1.092472,0.995642,0.086439
41,promotion-heavy,2025-04-16,2640000,7,0.15,0.8,0.15,68308073.63927,-3074017.404133,-0.047123,0.883382,0.139623,0.067692,66434220.85992,-1200164.624783,-0.609578,1.018398,0.052843
41,promotion-heavy,2025-04-16,7250000,7,0.05,0.8,0.15,143905449.717354,-717017.222909,-0.005008,0.845225,0.226619,0.024719,140470691.936676,2717740.557769,-4.790342,0.98102,0.16308
41,promotion-heavy,2025-04-16,7250000,7,0.1,0.8,0.15,143905449.717354,-717017.222909,-0.005008,0.845225,0.226619,0.024719,141181245.504806,2007186.989639,-3.799357,0.985982,0.086439
41,promotion-heavy,2025-04-16,7250000,7,0.15,0.8,0.15,143905449.717354,-717017.222909,-0.005008,0.845225,0.226619,0.024719,142562268.224966,626164.269479,-1.87329,0.995627,0.052843
41,promotion-heavy,2025-04-16,11530000,7,0.05,0.8,0.15,176757148.890155,370756.351981,0.002093,0.852075,0.176285,0.013111,175447100.440322,1680804.801814,-3.533448,0.990511,0.16308
41,promotion-heavy,2025-04-16,11530000,7,0.1,0.8,0.15,176757148.890155,370756.351981,0.002093,0.852075,0.176285,0.013111,176178320.308232,949584.933904,-1.56121,0.994639,0.086439
41,promotion-heavy,2025-04-16,11530000,7,0.15,0.8,0.15,176757148.890155,370756.351981,0.002093,0.852075,0.176285,0.013111,176657487.058408,470418.183728,-0.268807,0.997344,0.052843
41,dormancy-heavy,2025-04-16,2640000,1,0.05,0.8,0.15,64863136.292005,-2982400.49514,-0.048196,0.902597,0.140187,0.006472,62005803.122118,-125067.325253,-0.958065,1.002021,0.128259
41,dormancy-heavy,2025-04-16,2640000,1,0.1,0.8,0.15,64863136.292005,-2982400.49514,-0.048196,0.902597,0.140187,0.006472,63035561.763891,-1154825.967026,-0.612786,1.018662,0.051444
41,dormancy-heavy,2025-04-16,2640000,1,0.15,0.8,0.15,64863136.292005,-2982400.49514,-0.048196,0.902597,0.140187,0.006472,64622509.650192,-2741773.853327,-0.080682,1.044307,0.029921
41,dormancy-heavy,2025-04-16,7250000,1,0.05,0.8,0.15,121215511.803301,-223135.498698,-0.001844,0.88434,0.185567,0.002055,120039800.340351,952575.964252,-5.269047,0.992127,0.128259
41,dormancy-heavy,2025-04-16,7250000,1,0.1,0.8,0.15,121215511.803301,-223135.498698,-0.001844,0.88434,0.185567,0.002055,121017156.2735,-24779.968897,-0.888947,1.000205,0.051444
41,dormancy-heavy,2025-04-16,7250000,1,0.15,0.8,0.15,121215511.803301,-223135.498698,-0.001844,0.88434,0.185567,0.002055,121149444.320147,-157068.015544,-0.296087,1.001298,0.029921
41,dormancy-heavy,2025-04-16,11530000,1,0.05,0.8,0.15,140951232.117011,253574.937028,0.001796,0.904894,0.100541,0.001105,140891358.953735,313448.100304,-0.236116,0.99778,0.128259
41,dormancy-heavy,2025-04-16,11530000,1,0.1,0.8,0.15,140951232.117011,253574.937028,0.001796,0.904894,0.100541,0.001105,140793875.920999,410931.13304,-0.620551,0.99709,0.051444
41,dormancy-heavy,2025-04-16,11530000,1,0.15,0.8,0.15,140951232.117011,253574.937028,0.001796,0.904894,0.100541,0.001105,140869203.494611,335603.559428,-0.323489,0.997623,0.029921
41,dormancy-heavy,2025-04-16,2640000,3,0.05,0.8,0.15,64718895.589332,-2838159.792467,-0.045865,0.912338,0.126168,0.016181,61678425.226185,202310.57068,-1.071282,0.996731,0.128959
41,dormancy-heavy,2025-04-16,2640000,3,0.1,0.8,0.15,64718895.589332,-2838159.792467,-0.045865,0.912338,0.126168,0.016181,62727133.560527,-846397.763662,-0.701779,1.013678,0.053368
41,dormancy-heavy,2025-04-16,2640000,3,0.15,0.8,0.15,64718895.589332,-2838159.792467,-0.045865,0.912338,0.126168,0.016181,63673395.023732,-1792659.226867,-0.368373,1.02897,0.031146
41,dormancy-heavy,2025-04-16,7250000,3,0.05,0.8,0.15,121527102.197618,-534725.893015,-0.00442,0.88434,0.183849,0.005139,120170930.81098,821445.493623,-2.536199,0.993211,0.128959
41,dormancy-heavy,2025-04-16,7250000,3,0.1,0.8,0.15,121527102.197618,-534725.893015,-0.00442,0.88434,0.183849,0.005139,121204289.128311,-211912.823708,-0.603698,1.001751,0.053368
41,dormancy-heavy,2025-04-16,7250000,3,0.15,0.8,0.15,121527102.197618,-534725.893015,-0.00442,0.88434,0.183849,0.005139,121518244.571596,-525868.266993,-0.016565,1.004346,0.031146
41,dormancy-heavy,2025-04-16,11530000,3,0.05,0.8,0.15,140213903.279958,990903.774081,0.007017,0.884316,0.115676,0.00272,140532613.194382,672193.859657,0.321636,0.99524,0.128959
41,dormancy-heavy,2025-04-16,11530000,3,0.1,0.8,0.15,140213903.279958,990903.774081,0.007017,0.884316,0.115676,0.00272,140034036.436503,1170770.617536,-0.181518,0.991709,0.053368
41,dormancy-heavy,2025-04-16,11530000,3,0.15,0.8,0.15,140213903.279958,990903.774081,0.007017,0.884316,0.115676,0.00272,140151629.97319,1053177.080849,-0.062845,0.992541,0.031146
41,dormancy-heavy,2025-04-16,2640000,7,0.05,0.8,0.15,64720707.462586,-2839971.665721,-0.045894,0.909091,0.130841,0.055195,61528184.091194,352551.705671,-1.124139,0.994303,0.132633
41,dormancy-heavy,2025-04-16,2640000,7,0.1,0.8,0.15,64720707.462586,-2839971.665721,-0.045894,0.909091,0.130841,0.055195,62246609.464307,-365873.667442,-0.87117,1.005913,0.057743
41,dormancy-heavy,2025-04-16,2640000,7,0.15,0.8,0.15,64720707.462586,-2839971.665721,-0.045894,0.909091,0.130841,0.055195,63244469.435841,-1363733.638976,-0.519807,1.022038,0.033246
41,dormancy-heavy,2025-04-16,7250000,7,0.05,0.8,0.15,121678670.482956,-686294.178353,-0.005672,0.871034,0.204467,0.017526,119550501.728608,1441874.575995,-3.100957,0.988083,0.132633
41,dormancy-heavy,2025-04-16,7250000,7,0.1,0.8,0.15,121678670.482956,-686294.178353,-0.005672,0.871034,0.204467,0.017526,120927051.665677,65324.638926,-1.095185,0.99946,0.057743
41,dormancy-heavy,2025-04-16,7250000,7,0.15,0.8,0.15,121678670.482956,-686294.178353,-0.005672,0.871034,0.204467,0.017526,121544322.282785,-551945.978182,-0.195759,1.004562,0.033246
41,dormancy-heavy,2025-04-16,11530000,7,0.05,0.8,0.15,139754395.025363,1450412.028676,0.010272,0.865406,0.126486,0.009159,140296656.316128,908150.737911,0.373867,0.993569,0.132633
41,dormancy-heavy,2025-04-16,11530000,7,0.1,0.8,0.15,139754395.025363,1450412.028676,0.010272,0.865406,0.126486,0.009159,140303485.878493,901321.175546,0.378576,0.993617,0.057743
41,dormancy-heavy,2025-04-16,11530000,7,0.15,0.8,0.15,139754395.025363,1450412.028676,0.010272,0.865406,0.126486,0.009159,139792470.02338,1412337.030659,0.026251,0.989998,0.033246
41,seasonal-shift,2025-04-16,2640000,1,0.05,0.8,0.15,66352847.251555,-1257076.594532,-0.019311,0.932476,0.089202,0.0,64433346.880086,662423.776937,-1.526956,0.989824,0.139283
41,seasonal-shift,2025-04-16,2640000,1,0.1,0.8,0.15,66352847.251555,-1257076.594532,-0.019311,0.932476,0.089202,0.0,65055614.704936,40155.952087,-1.031944,0.999383,0.062292
41,seasonal-shift,2025-04-16,2640000,1,0.15,0.8,0.15,66352847.251555,-1257076.594532,-0.019311,0.932476,0.089202,0.0,66186151.13765,-1090380.480627,-0.132606,1.01675,0.032721
41,seasonal-shift,2025-04-16,7250000,1,0.05,0.8,0.15,131554466.802163,-1133909.085577,-0.008694,0.862327,0.215094,0.0,129242585.99622,1177971.720366,-2.038859,0.990968,0.139283
41,seasonal-shift,2025-04-16,7250000,1,0.1,0.8,0.15,131554466.802163,-1133909.085577,-0.008694,0.862327,0.215094,0.0,130190081.690685,230476.025901,-1.203258,0.998233,0.062292
41,seasonal-shift,2025-04-16,7250000,1,0.15,0.8,0.15,131554466.802163,-1133909.085577,-0.008694,0.862327,0.215094,0.0,131019742.61681,-599184.900224,-0.471576,1.004594,0.032721
41,seasonal-shift,2025-04-16,11530000,1,0.05,0.8,0.15,154413980.535538,-1181170.264182,-0.007708,0.860585,0.163597,0.0,153415562.762405,-182752.491049,-0.845278,1.001193,0.139283
41,seasonal-shift,2025-04-16,11530000,1,0.1,0.8,0.15,154413980.535538,-1181170.264182,-0.007708,0.860585,0.163597,0.0,153956765.187457,-723954.916101,-0.387087,1.004725,0.062292
41,seasonal-shift,2025-04-16,11530000,1,0.15,0.8,0.15,154413980.535538,-1181170.264182,-0.007708,0.860585,0.163597,0.0,154387953.91308,-1155143.641724,-0.022035,1.007538,0.032721
41,seasonal-shift,2025-04-16,2640000,3,0.05,0.8,0.15,66315519.746055,-1219749.089032,-0.018738,0.906752,0.131455,0.003367,64240719.5248,855051.132223,-1.701006,0.986865,0.137358
41,seasonal-shift,2025-04-16,2640000,3,0.1,0.8,0.15,66315519.746055,-1219749.089032,-0.018738,0.906752,0.131455,0.003367,64899762.086619,196008.570404,-1.160696,0.996989,0.062292
41,seasonal-shift,2025-04-16,2640000,3,0.15,0.8,0.15,66315519.746055,-1219749.089032,-0.018738,0.906752,0.131455,0.003367,66182949.800152,-1087179.143129,-0.108686,1.016701,0.033596
41,seasonal-shift,2025-04-16,7250000,3,0.05,0.8,0.15,131855598.374095,-1435040.657509,-0.011003,0.865528,0.209434,0.00107,129368122.795622,1052434.920964,-1.733383,0.99193,0.137358
41,seasonal-shift,2025-04-16,7250000,3,0.1,0.8,0.15,131855598.374095,-1435040.657509,-0.011003,0.865528,0.209434,0.00107,130701817.297923,-281259.581337,-0.804006,1.002157,0.062292
41,seasonal-shift,2025-04-16,7250000,3,0.15,0.8,0.15,131855598.374095,-1435040.657509,-0.011003,0.865528,0.209434,0.00107,131244620.385091,-824062.668505,-0.425757,1.006319,0.033596
41,seasonal-shift,2025-04-16,11530000,3,0.05,0.8,0.15,153799739.572496,-566929.30114,-0.0037,0.866322,0.15493,0.000573,153501153.333874,-268343.062518,-0.526673,1.001751,0.137358
41,seasonal-shift,2025-04-16,11530000,3,0.1,0.8,0.15,153799739.572496,-566929.30114,-0.0037,0.866322,0.15493,0.000573,153688905.622396,-456095.35104,-0.195499,1.002976,0.062292
41,seasonal-shift,2025-04-16,11530000,3,0.15,0.8,0.15,153799739.572496,-566929.30114,-0.0037,0.866322,0.15493,0.000573,153810699.236197,-577888.964841,0.019332,1.003771,0.033596
41,seasonal-shift,2025-04-16,2640000,7,0.05,0.8,0.15,65958182.983711,-862412.326688,-0.013248,0.919614,0.107981,0.019802,63813511.548565,1282259.108458,-2.486828,0.980302,0.131759
41,seasonal-shift,2025-04-16,2640000,7,0.1,0.8,0.15,65958182.983711,-862412.326688,-0.013248,0.919614,0.107981,0.019802,64375236.265624,720534.391399,-1.835487,0.988931,0.064742
41,seasonal-shift,2025-04-16,2640000,7,0.15,0.8,0.15,65958182.983711,-862412.326688,-0.013248,0.919614,0.107981,0.019802,65633251.700119,-537481.043096,-0.37677,1.008257,0.034821
41,seasonal-shift,2025-04-16,7250000,7,0.05,0.8,0.15,131876178.608897,-1455620.892311,-0.011161,0.872999,0.201887,0.006349,129216009.034288,1204548.682298,-1.827515,0.990764,0.131759
41,seasonal-shift,2025-04-16,7250000,7,0.1,0.8,0.15,131876178.608897,-1455620.892311,-0.011161,0.872999,0.201887,0.006349,130770340.123994,-349782.407408,-0.759702,1.002682,0.064742
41,seasonal-shift,2025-04-16,7250000,7,0.15,0.8,0.15,131876178.608897,-1455620.892311,-0.011161,0.872999,0.201887,0.006349,131555359.765284,-1134802.048698,-0.2204,1.008701,0.034821
41,seasonal-shift,2025-04-16,11530000,7,0.05,0.8,0.15,153356981.059482,-124170.788126,-0.00081,0.85829,0.159263,0.003415,152623288.087233,609522.184123,-5.908741,0.996022,0.131759
41,seasonal-shift,2025-04-16,11530000,7,0.1,0.8,0.15,153356981.059482,-124170.788126,-0.00081,0.85829,0.159263,0.003415,153257624.701658,-24814.430302,-0.800159,1.000162,0.064742
41,seasonal-shift,2025-04-16,11530000,7,0.15,0.8,0.15,153356981.059482,-124170.788126,-0.00081,0.85829,0.159263,0.003415,153314357.322801,-81547.051445,-0.343267,1.000532,0.034821
41,complaint-heavy,2025-04-23,2640000,1,0.05,0.8,0.15,64785300.459068,-2446688.011991,-0.039248,0.913495,0.118227,0.0,62015784.638374,322827.808703,-1.131945,0.994821,0.128581
41,complaint-heavy,2025-04-23,2640000,1,0.1,0.8,0.15,64785300.459068,-2446688.011991,-0.039248,0.913495,0.118227,0.0,62112443.308697,226169.13838,-1.092439,0.996372,0.051202
41,complaint-heavy,2025-04-23,2640000,1,0.15,0.8,0.15,64785300.459068,-2446688.011991,-0.039248,0.913495,0.118227,0.0,64054423.351239,-1715810.904162,-0.298721,1.027524,0.025025
41,complaint-heavy,2025-04-23,7250000,1,0.05,0.8,0.15,120050871.562033,-513886.52396,-0.004299,0.848315,0.226103,0.0,117915582.225479,1621402.812594,-4.155177,0.986436,0.128581
41,complaint-heavy,2025-04-23,7250000,1,0.1,0.8,0.15,120050871.562033,-513886.52396,-0.004299,0.848315,0.226103,0.0,119200705.60489,336279.433183,-1.654385,0.997187,0.051202
41,complaint-heavy,2025-04-23,7250000,1,0.15,0.8,0.15,120050871.562033,-513886.52396,-0.004299,0.848315,0.226103,0.0,119508275.463659,28709.574414,-1.055868,0.99976,0.025025
41,complaint-heavy,2025-04-23,11530000,1,0.05,0.8,0.15,140145524.886784,-252151.283249,-0.001802,0.849148,0.1766,0.0,139435915.244837,457458.358698,-2.814222,0.99673,0.128581
41,complaint-heavy,2025-04-23,11530000,1,0.1,0.8,0.15,140145524.886784,-252151.283249,-0.001802,0.849148,0.1766,0.0,139769937.425562,123436.177973,-1.489532,0.999118,0.051202
41,complaint-heavy,2025-04-23,11530000,1,0.15,0.8,0.15,140145524.886784,-252151.283249,-0.001802,0.849148,0.1766,0.0,140165980.840844,-272607.237309,0.081126,1.001949,0.025025
41,complaint-heavy,2025-04-23,2640000,3,0.05,0.8,0.15,63864862.290363,-1526249.843286,-0.024483,0.889273,0.147783,0.003623,61345995.489091,992616.957986,-1.650363,0.984077,0.128581
41,complaint-heavy,2025-04-23,2640000,3,0.1,0.8,0.15,63864862.290363,-1526249.843286,-0.024483,0.889273,0.147783,0.003623,61732347.640437,606264.80664,-1.397225,0.990275,0.052848
41,complaint-heavy,2025-04-23,2640000,3,0.15,0.8,0.15,63864862.290363,-1526249.843286,-0.024483,0.889273,0.147783,0.003623,63658004.151151,-1319391.704074,-0.135534,1.021165,0.027494
41,complaint-heavy,2025-04-23,7250000,3,0.05,0.8,0.15,119728742.331749,-191757.293676,-0.001604,0.852809,0.215074,0.00114,117737786.088616,1799198.949457,-10.382688,0.984949,0.128581
41,complaint-heavy,2025-04-23,7250000,3,0.1,0.8,0.15,119728742.331749,-191757.293676,-0.001604,0.852809,0.215074,0.00114,118866961.497497,670023.540576,-4.494123,0.994395,0.052848
41,complaint-heavy,2025-04-23,7250000,3,0.15,0.8,0.15,119728742.331749,-191757.293676,-0.001604,0.852809,0.215074,0.00114,119226059.20057,310925.837503,-2.621455,0.997399,0.027494
41,complaint-heavy,2025-04-23,11530000,3,0.05,0.8,0.15,139696850.751847,196522.851688,0.001405,0.845499,0.177704,0.00061,139220863.043146,672510.560389,-2.422048,0.995193,0.128581
41,complaint-heavy,2025-04-23,11530000,3,0.1,0.8,0.15,139696850.751847,196522.851688,0.001405,0.845499,0.177704,0.00061,139414207.99513,479165.608405,-1.438218,0.996575,0.052848
41,complaint-heavy,2025-04-23,11530000,3,0.15,0.8,0.15,139696850.751847,196522.851688,0.001405,0.845499,0.177704,0.00061,139685004.553587,208369.049948,-0.060279,0.998511,0.027494
41,complaint-heavy,2025-04-23,2640000,7,0.05,0.8,0.15,64697219.970997,-2358607.52392,-0.037835,0.889273,0.152709,0.028881,61933177.032208,405435.414869,-1.171896,0.993496,0.121831
41,complaint-heavy,2025-04-23,2640000,7,0.1,0.8,0.15,64697219.970997,-2358607.52392,-0.037835,0.889273,0.152709,0.028881,62118099.499469,220512.947608,-1.093493,0.996463,0.052519
41,complaint-heavy,2025-04-23,2640000,7,0.15,0.8,0.15,64697219.970997,-2358607.52392,-0.037835,0.889273,0.152709,0.028881,63941411.061242,-1602798.614165,-0.320447,1.025711,0.027165
41,complaint-heavy,2025-04-23,7250000,7,0.05,0.8,0.15,119434784.522418,102200.515655,0.000855,0.865169,0.193015,0.008909,117209095.452118,2327889.585955,-21.77767,0.980526,0.121831
41,complaint-heavy,2025-04-23,7250000,7,0.1,0.8,0.15,119434784.522418,102200.515655,0.000855,0.865169,0.193015,0.008909,118429697.627789,1107287.410284,-9.83446,0.990737,0.052519
41,complaint-heavy,2025-04-23,7250000,7,0.15,0.8,0.15,119434784.522418,102200.515655,0.000855,0.865169,0.193015,0.008909,119042794.512969,494190.525104,-3.835499,0.995866,0.027165
41,complaint-heavy,2025-04-23,11530000,7,0.05,0.8,0.15,138899718.819766,993654.783769,0.007103,0.842457,0.181015,0.00479,138847044.03366,1046329.569875,-0.053011,0.992521,0.121831
41,complaint-heavy,2025-04-23,11530000,7,0.1,0.8,0.15,138899718.819766,993654.783769,0.007103,0.842457,0.181015,0.00479,138827545.761298,1065827.842237,-0.072634,0.992381,0.052519
41,complaint-heavy,2025-04-23,11530000,7,0.15,0.8,0.15,138899718.819766,993654.783769,0.007103,0.842457,0.181015,0.00479,138936564.721139,956808.882396,0.037081,0.99316,0.027165
41,promotion-heavy,2025-04-23,2640000,1,0.05,0.8,0.15,71721591.907142,-1130143.919726,-0.01601,0.934524,0.073077,0.00303,69567593.12001,1023854.867406,-1.905951,0.985496,0.166283
41,promotion-heavy,2025-04-23,2640000,1,0.1,0.8,0.15,71721591.907142,-1130143.919726,-0.01601,0.934524,0.073077,0.00303,69765166.2385,826281.748916,-1.73113,0.988295,0.08594
41,promotion-heavy,2025-04-23,2640000,1,0.15,0.8,0.15,71721591.907142,-1130143.919726,-0.01601,0.934524,0.073077,0.00303,70751624.332813,-160176.345397,-0.858269,1.002269,0.050049
