scenario_family,budget,policy_kind,latency_days,block_count,policy_value_mean,policy_value_ci_low,policy_value_ci_high,stale_regret_mean,stale_regret_ci_low,stale_regret_ci_high,relative_loss_mean,relative_loss_ci_low,relative_loss_ci_high,target_overlap_mean,target_overlap_ci_low,target_overlap_ci_high,missed_at_risk_mean,missed_at_risk_ci_low,missed_at_risk_ci_high,window_miss_rate_mean,window_miss_rate_ci_low,window_miss_rate_ci_high,selected_customers_mean,selected_customers_ci_low,selected_customers_ci_high,partial_reopt_optimization_call_ratio_mean,partial_reopt_optimization_call_ratio_ci_low,partial_reopt_optimization_call_ratio_ci_high,partial_reopt_regret_recovery_ratio_mean,partial_reopt_regret_recovery_ratio_ci_low,partial_reopt_regret_recovery_ratio_ci_high,partial_reopt_full_refresh_value_ratio_mean,partial_reopt_full_refresh_value_ratio_ci_low,partial_reopt_full_refresh_value_ratio_ci_high,partial_reopt_target_overlap_mean,partial_reopt_target_overlap_ci_low,partial_reopt_target_overlap_ci_high,partial_reopt_missed_at_risk_mean,partial_reopt_missed_at_risk_ci_low,partial_reopt_missed_at_risk_ci_high,partial_reopt_window_miss_rate_mean,partial_reopt_window_miss_rate_ci_low,partial_reopt_window_miss_rate_ci_high,partial_reopt_relative_loss_mean,partial_reopt_relative_loss_ci_low,partial_reopt_relative_loss_ci_high,partial_reopt_target_overlap_recovery_mean,partial_reopt_target_overlap_recovery_ci_low,partial_reopt_target_overlap_recovery_ci_high,partial_reopt_missed_at_risk_recovery_mean,partial_reopt_missed_at_risk_recovery_ci_low,partial_reopt_missed_at_risk_recovery_ci_high,partial_reopt_window_miss_rate_recovery_mean,partial_reopt_window_miss_rate_recovery_ci_low,partial_reopt_window_miss_rate_recovery_ci_high,random_refresh_full_refresh_value_ratio_mean,random_refresh_full_refresh_value_ratio_ci_low,random_refresh_full_refresh_value_ratio_ci_high,random_refresh_target_overlap_mean,random_refresh_target_overlap_ci_low,random_refresh_target_overlap_ci_high,random_refresh_missed_at_risk_mean,random_refresh_missed_at_risk_ci_low,random_refresh_missed_at_risk_ci_high,random_refresh_window_miss_rate_mean,random_refresh_window_miss_rate_ci_low,random_refresh_window_miss_rate_ci_high,random_refresh_relative_loss_mean,random_refresh_relative_loss_ci_low,random_refresh_relative_loss_ci_high,random_refresh_target_overlap_recovery_mean,random_refresh_target_overlap_recovery_ci_low,random_refresh_target_overlap_recovery_ci_high,random_refresh_missed_at_risk_recovery_mean,random_refresh_missed_at_risk_recovery_ci_low,random_refresh_missed_at_risk_recovery_ci_high,random_refresh_window_miss_rate_recovery_mean,random_refresh_window_miss_rate_recovery_ci_low,random_refresh_window_miss_rate_recovery_ci_high,top_risk_refresh_full_refresh_value_ratio_mean,top_risk_refresh_full_refresh_value_ratio_ci_low,top_risk_refresh_full_refresh_value_ratio_ci_high,top_risk_refresh_target_overlap_mean,top_risk_refresh_target_overlap_ci_low,top_risk_refresh_target_overlap_ci_high,top_risk_refresh_missed_at_risk_mean,top_risk_refresh_missed_at_risk_ci_low,top_risk_refresh_missed_at_risk_ci_high,top_risk_refresh_window_miss_rate_mean,top_risk_refresh_window_miss_rate_ci_low,top_risk_refresh_window_miss_rate_ci_high,top_risk_refresh_relative_loss_mean,top_risk_refresh_relative_loss_ci_low,top_risk_refresh_relative_loss_ci_high,top_risk_refresh_target_overlap_recovery_mean,top_risk_refresh_target_overlap_recovery_ci_low,top_risk_refresh_target_overlap_recovery_ci_high,top_risk_refresh_missed_at_risk_recovery_mean,top_risk_refresh_missed_at_risk_recovery_ci_low,top_risk_refresh_missed_at_risk_recovery_ci_high,top_risk_refresh_window_miss_rate_recovery_mean,top_risk_refresh_window_miss_rate_recovery_ci_low,top_risk_refresh_window_miss_rate_recovery_ci_high,top_value_refresh_full_refresh_value_ratio_mean,top_value_refresh_full_refresh_value_ratio_ci_low,top_value_refresh_full_refresh_value_ratio_ci_high,top_value_refresh_target_overlap_mean,top_value_refresh_target_overlap_ci_low,top_value_refresh_target_overlap_ci_high,top_value_refresh_missed_at_risk_mean,top_value_refresh_missed_at_risk_ci_low,top_value_refresh_missed_at_risk_ci_high,top_value_refresh_window_miss_rate_mean,top_value_refresh_window_miss_rate_ci_low,top_value_refresh_window_miss_rate_ci_high,top_value_refresh_relative_loss_mean,top_value_refresh_relative_loss_ci_low,top_value_refresh_relative_loss_ci_high,top_value_refresh_target_overlap_recovery_mean,top_value_refresh_target_overlap_recovery_ci_low,top_value_refresh_target_overlap_recovery_ci_high,top_value_refresh_missed_at_risk_recovery_mean,top_value_refresh_missed_at_risk_recovery_ci_low,top_value_refresh_missed_at_risk_recovery_ci_high,top_value_refresh_window_miss_rate_recovery_mean,top_value_refresh_window_miss_rate_recovery_ci_low,top_value_refresh_window_miss_rate_recovery_ci_high
promotion-heavy,7250000,stronger-but-stale,3,48,182160254.345532,172668485.114172,189424818.364029,-11331639.716942,-12978359.468817,-9482665.789229,-0.06331,-0.07195,-0.055002,0.754435,0.736908,0.772913,0.370399,0.345628,0.39238,0.007365,0.0058,0.009111,672.9375,633.940104,708.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,7250000,weaker-but-fresh,0,48,103522622.431091,100132232.154939,106798836.746736,67305992.197499,62053639.502175,72910073.613718,0.385988,0.362611,0.408072,0.746503,0.737391,0.755846,0.020542,0.016291,0.024636,0.0,0.0,0.0,1237.208333,1203.830208,1266.682812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,11530000,base-stale,0,48,228394517.693804,216102743.778534,241706885.266123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.958333,1277.639062,1411.045312,0.019502,0.017445,0.021702,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,11530000,base-stale,1,48,230051374.378519,216347973.251119,243896128.377662,-1656856.684715,-2046948.825131,-1210739.327819,-0.007233,-0.008741,-0.005683,0.874262,0.86752,0.88,0.175384,0.166905,0.185293,0.001148,0.000866,0.00144,1320.3125,1263.964062,1395.966667,0.070556,0.066975,0.074167,-1.47711,-1.7342,-1.229726,0.997017,0.9953,0.998305,0.915604,0.909473,0.921194,0.0924,0.084713,0.100626,0.001145,0.000826,0.001439,0.002983,0.001364,0.004801,0.334955,0.309918,0.359755,0.480499,0.459335,0.501389,0.021287,-0.042905,0.095243,1.006864,1.005463,1.008156,0.882144,0.87688,0.887506,0.164627,0.156327,0.173883,0.001147,0.000859,0.001411,-0.006864,-0.008317,-0.005491,0.062588,0.055405,0.069104,0.062149,0.054108,0.070744,0.000255,-0.001113,0.001642,1.009707,1.008142,1.011393,0.880742,0.874023,0.886195,0.166297,0.157406,0.177004,0.001041,0.000745,0.00135,-0.009707,-0.011342,-0.007916,0.052666,0.04598,0.05946,0.052081,0.045987,0.058694,0.078521,-0.012097,0.179419,1.007452,1.006334,1.008551,0.88002,0.873903,0.886731,0.174841,0.165282,0.184142,0.001172,0.000877,0.001484,-0.007452,-0.008491,-0.006368,0.048117,0.033523,0.063601,0.002038,-0.01538,0.015345,-0.017263,-0.04219,0.000988
promotion-heavy,11530000,base-stale,3,48,229772618.249206,216542890.06533,242190838.837592,-1378100.555402,-1843948.376131,-972548.142632,-0.005703,-0.007485,-0.003588,0.872629,0.865792,0.878656,0.176927,0.16818,0.187607,0.00176,0.001419,0.002132,1326.833333,1262.960938,1401.202604,0.071127,0.067445,0.074672,-4.579303,-9.371265,-1.634043,0.994981,0.993381,0.996416,0.913809,0.906749,0.921002,0.092768,0.083032,0.102021,0.001672,0.001329,0.002058,0.005019,0.003483,0.006636,0.333416,0.300778,0.36358,0.486191,0.458627,0.513935,0.045289,-0.015083,0.110014,1.005432,1.003747,1.007123,0.880733,0.875467,0.886407,0.165731,0.156195,0.174382,0.001751,0.001402,0.002126,-0.005432,-0.007049,-0.003671,0.062148,0.056132,0.068075,0.061752,0.054393,0.069426,0.000665,-0.020091,0.021485,1.007964,1.005802,1.009693,0.879311,0.873594,0.88603,0.167165,0.156427,0.176373,0.001533,0.001218,0.00191,-0.007964,-0.00984,-0.005931,0.05282,0.046144,0.060301,0.054616,0.047223,0.06237,0.107363,0.029811,0.190905,1.005651,1.00442,1.006843,0.879075,0.873383,0.885468,0.175627,0.164667,0.184131,0.001768,0.001461,0.002151,-0.005651,-0.006991,-0.004438,0.052257,0.039777,0.066791,0.005127,-0.008885,0.0197,-0.009278,-0.030781,0.00285
promotion-heavy,11530000,base-stale,7,48,229302257.694209,215755406.890848,241680878.295747,-907740.000405,-1470229.078905,-369438.437265,-0.003131,-0.005916,-0.000421,0.867891,0.861907,0.873605,0.180424,0.172205,0.19055,0.006867,0.005325,0.008873,1338.625,1262.763021,1426.166667,0.070955,0.067811,0.073587,-1.985934,-2.475443,-1.591533,0.992519,0.99063,0.993985,0.912111,0.904938,0.919052,0.092594,0.082988,0.103011,0.006724,0.005132,0.008441,0.007481,0.005826,0.009192,0.347714,0.318116,0.380725,0.496993,0.468203,0.530513,0.008804,-0.024905,0.036378,1.003032,1.000475,1.00498,0.87706,0.872831,0.881865,0.166751,0.158141,0.174941,0.006748,0.004762,0.008606,-0.003032,-0.004979,-0.00043,0.068189,0.060567,0.074525,0.074745,0.066583,0.081747,0.046812,0.008515,0.092649,1.005847,1.003144,1.00833,0.875378,0.870201,0.880331,0.169842,0.161648,0.177184,0.006035,0.00453,0.007908,-0.005847,-0.008546,-0.003052,0.057649,0.050498,0.064968,0.057866,0.050769,0.065216,0.138716,0.04722,0.220858,1.002961,1.000844,1.005078,0.875705,0.869243,0.880953,0.177433,0.169887,0.185499,0.006901,0.005386,0.008702,-0.002961,-0.00487,-0.000281,0.061349,0.046693,0.076377,0.015063,0.002904,0.027716,-0.006241,-0.017606,0.000826
promotion-heavy,11530000,full-refresh,0,48,228394517.693804,215248284.89156,240936783.856504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.958333,1273.858333,1419.670833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
promotion-heavy,11530000,stronger-but-stale,3,48,238053173.830076,222804988.481806,254210628.012238,-9658656.136272,-11708981.500196,-7666097.807912,-0.038062,-0.045782,-0.031823,0.787444,0.775158,0.799896,0.326542,0.303273,0.349906,0.003932,0.003079,0.004894,1248.145833,1172.543229,1334.963021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promotion-heavy,11530000,weaker-but-fresh,0,48,161881373.083252,156525671.458967,167480650.664606,66513144.610552,58047884.198061,76681588.403492,0.27329,0.245516,0.301013,0.767259,0.757212,0.778531,0.013487,0.010894,0.015941,0.0,0.0,0.0,1928.6875,1893.720313,1967.520313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,2640000,base-stale,0,48,77017893.603081,73700665.907519,79885564.947142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.333333,234.800521,260.217187,0.016318,0.014206,0.018808,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,2640000,base-stale,1,48,77597871.674059,74533268.838275,80841565.955264,-579978.070978,-1097894.14715,-149943.82452,-0.00943,-0.016003,-0.003335,0.905683,0.897378,0.913481,0.122337,0.110077,0.135028,0.005298,0.003983,0.006727,243.708333,232.308333,254.785937,0.06009,0.055208,0.06466,-1.129168,-1.70993,-0.7608,0.996028,0.99111,1.000562,0.933663,0.924294,0.942249,0.076058,0.063355,0.089171,0.005376,0.00385,0.006881,0.003972,-0.000687,0.008464,0.300379,0.232963,0.367453,0.397182,0.318851,0.47665,0.014441,-0.048728,0.081337,1.009723,1.00333,1.015929,0.909535,0.901233,0.91764,0.118079,0.105433,0.130014,0.005375,0.00363,0.006856,-0.009723,-0.016112,-0.002565,0.036643,0.010115,0.061917,0.032545,0.000129,0.060992,-0.009659,-0.032484,0.003124,1.008853,1.005167,1.012943,0.953332,0.948349,0.9575,0.051374,0.044356,0.059069,0.004712,0.003163,0.006349,-0.008853,-0.013168,-0.004768,0.481295,0.434533,0.528829,0.554747,0.503443,0.604734,0.096315,0.012693,0.187374,1.010463,1.005247,1.01536,0.921851,0.91402,0.928818,0.115908,0.104326,0.127011,0.005465,0.004024,0.007212,-0.010463,-0.015699,-0.004718,0.16081,0.121203,0.205304,0.015454,-0.036511,0.06536,-0.018672,-0.042802,0.000649
seasonal-shift,2640000,base-stale,3,48,77639255.83021,74153719.926874,80840677.90343,-621362.227129,-1053084.417674,-223926.687972,-0.009767,-0.014947,-0.002892,0.900647,0.892067,0.908861,0.131388,0.117655,0.145987,0.006722,0.004983,0.008616,243.5625,232.539583,255.490104,0.060791,0.056844,0.065525,-3.779182,-8.259154,-0.971355,0.993104,0.988675,0.996744,0.930637,0.921594,0.938685,0.078252,0.065483,0.094183,0.007067,0.00537,0.009003,0.006896,0.002647,0.011143,0.303125,0.240534,0.365318,0.419508,0.356142,0.486202,-0.027516,-0.060049,0.002784,1.009108,1.00358,1.014148,0.903742,0.896574,0.911851,0.127247,0.11305,0.140516,0.00679,0.005072,0.008675,-0.009108,-0.014472,-0.004106,0.029284,0.011693,0.045317,0.030829,0.006304,0.051231,-0.005921,-0.020545,0.002759,1.007425,1.002863,1.011625,0.954013,0.949227,0.959259,0.049275,0.042318,0.057114,0.006253,0.004596,0.008113,-0.007425,-0.011651,-0.003253,0.519692,0.470924,0.566534,0.601236,0.547,0.654157,0.04517,-0.039635,0.13928,1.010197,1.005661,1.015152,0.917445,0.909632,0.925131,0.124104,0.112211,0.13725,0.006895,0.005088,0.009072,-0.010197,-0.014686,-0.005971,0.161261,0.115117,0.20489,0.034206,-0.015063,0.078981,-0.022776,-0.062445,5.1e-05
seasonal-shift,2640000,base-stale,7,48,77516058.336458,74267795.25032,80799040.936309,-498164.733377,-853064.270332,-78414.286194,-0.008176,-0.013802,-0.000941,0.896109,0.889041,0.903554,0.138226,0.125642,0.149605,0.020364,0.01637,0.024294,244.6875,231.340625,257.058333,0.060667,0.056939,0.064203,-3.188553,-5.071339,-1.602646,0.990199,0.984879,0.994649,0.929793,0.921767,0.938142,0.078702,0.064758,0.091555,0.019287,0.015862,0.023244,0.009801,0.005412,0.014501,0.33063,0.277598,0.393907,0.448143,0.385702,0.517423,0.034028,0.004468,0.064802,1.007393,1.002123,1.012688,0.899159,0.891257,0.907044,0.133712,0.119224,0.148997,0.02003,0.015822,0.024402,-0.007393,-0.012158,-0.002057,0.029626,0.004869,0.051127,0.035137,0.007881,0.061496,0.012719,-0.000824,0.03021,1.008353,1.003955,1.012834,0.950156,0.944288,0.9559,0.055108,0.047715,0.062551,0.017857,0.013755,0.021764,-0.008353,-0.012853,-0.003361,0.511838,0.468002,0.560178,0.587831,0.53532,0.643368,0.122953,0.061641,0.194821,1.007281,1.001625,1.012103,0.911003,0.904289,0.917913,0.133163,0.121377,0.145497,0.020635,0.016691,0.024925,-0.007281,-0.012496,-0.003021,0.132526,0.094853,0.171726,0.019004,-0.025622,0.057544,-0.008395,-0.020079,0.001825
seasonal-shift,2640000,full-refresh,0,48,77017893.603081,74139937.951882,80380566.361902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.333333,235.663542,261.471354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
seasonal-shift,2640000,stronger-but-stale,3,48,80506486.183866,76832848.803945,84490215.238198,-3488592.580785,-4126088.342721,-2883983.830025,-0.043124,-0.050304,-0.035706,0.790601,0.770784,0.812503,0.315176,0.269493,0.357299,0.018211,0.014865,0.021446,232.041667,216.061458,249.626042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,2640000,weaker-but-fresh,0,48,36610838.973377,34386523.845091,38675075.207592,40407054.629704,35869990.379165,44808764.700249,0.51197,0.477728,0.546415,0.710929,0.688752,0.735218,0.084836,0.069664,0.099745,0.0,0.0,0.0,441.645833,426.075,455.422917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,7250000,base-stale,0,48,157688476.784024,149179003.722722,165309652.220092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,756.916667,714.476562,791.046875,0.016318,0.013442,0.018316,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seasonal-shift,7250000,base-stale,1,48,159080301.899852,151671212.381699,166487911.165662,-1391825.115828,-1726104.426711,-1093548.412765,-0.009126,-0.010995,-0.007089,0.879414,0.870432,0.886459,0.176852,0.164037,0.191611,0.001747,0.001281,0.002322,735.583333,697.654688,772.247917,0.06009,0.054986,0.065012,-2.530601,-3.323773,-1.875787,0.994773,0.993141,0.996572,0.923222,0.915884,0.930113,0.089123,0.077117,0.101262,0.001737,0.001244,0.002261,0.005227,0.003127,0.006956,0.369368,0.339548,0.397424,0.510905,0.473233,0.54395,0.024818,-0.033214,0.105189,1.008424,1.006557,1.010384,0.88569,0.878644,0.893136,0.166899,0.155039,0.179458,0.00177,0.001309,0.002283,-0.008424,-0.010548,-0.006699,0.048919,0.038081,0.059206,0.053261,0.043697,0.062786,-0.009457,-0.030229,0.001832,1.01358,1.012039,1.0154,0.889263,0.882555,0.896974,0.163152,0.151706,0.175268,0.001599,0.001063,0.002199,-0.01358,-0.01515,-0.011914,0.083273,0.071967,0.099423,0.07872,0.066666,0.094597,0.076205,-0.014056,0.180847,1.009659,1.008022,1.011604,0.892466,0.883658,0.900266,0.172161,0.160732,0.185706,0.001795,0.001273,0.002281,-0.009659,-0.011337,-0.008152,0.112906,0.09071,0.137721,0.025407,0.008953,0.043226,-0.017316,-0.042069,0.000213
seasonal-shift,7250000,base-stale,3,48,158964549.172004,152420833.152072,167069486.47714,-1276072.38798,-1616840.003334,-962065.77096,-0.008223,-0.01006,-0.006185,0.876848,0.868945,0.883792,0.179925,0.167894,0.192861,0.002203,0.001544,0.00281,737.583333,704.978646,784.28125,0.060791,0.056533,0.06551,-2.432614,-3.290621,-1.802791,0.993668,0.991809,0.995382,0.922342,0.914816,0.928923,0.089287,0.078343,0.101881,0.002285,0.001689,0.002848,0.006332,0.004423,0.007987,0.373981,0.345677,0.402175,0.518222,0.487863,0.552432,-0.021778,-0.057335,0.010893,1.007943,1.00608,1.009581,0.884239,0.877688,0.891392,0.169516,0.158534,0.180371,0.00219,0.001523,0.002768,-0.007943,-0.009756,-0.005966,0.056634,0.045142,0.067657,0.054841,0.042081,0.066805,0.002941,0.001154,0.004908,1.012814,1.011053,1.014783,0.887032,0.879498,0.893209,0.165638,0.155632,0.177864,0.002115,0.001597,0.002855,-0.012814,-0.014712,-0.010757,0.083163,0.071734,0.09686,0.079667,0.067102,0.092814,0.02544,-0.058229,0.134745,1.008594,1.006865,1.010207,0.889871,0.881976,0.897236,0.176165,0.165523,0.186831,0.002246,0.001605,0.002956,-0.008594,-0.010207,-0.006937,0.106107,0.084447,0.129927,0.015147,-0.005832,0.034673,-0.020934,-0.053836,0.001466
